WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
2026-02-21,Western Africa,Benin,Alibori,Battles,Armed clash,1,0,15281.0,Political violence,326.0,11.4661,2.7958
2026-02-28,Western Africa,Benin,Alibori,Battles,Armed clash,1,10,2564.0,Political violence,326.0,11.4661,2.7958
2026-03-14,Western Africa,Benin,Alibori,Battles,Armed clash,1,10,2956.0,Political violence,326.0,11.4661,2.7958
2022-02-05,Western Africa,Benin,Alibori,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,100.0,Political violence,326.0,11.4661,2.7958
2022-07-23,Western Africa,Benin,Alibori,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,5674.0,Political violence,326.0,11.4661,2.7958
2022-12-17,Western Africa,Benin,Alibori,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,5918.0,Political violence,326.0,11.4661,2.7958
2022-12-31,Western Africa,Benin,Alibori,Explosions/Remote violence,Remote explosive/landmine/IED,1,2,2538.0,Political violence,326.0,11.4661,2.7958
2023-04-29,Western Africa,Benin,Alibori,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,1310.0,Political violence,326.0,11.4661,2.7958
2023-07-22,Western Africa,Benin,Alibori,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,630.0,Political violence,326.0,11.4661,2.7958
2023-07-29,Western Africa,Benin,Alibori,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,1310.0,Political violence,326.0,11.4661,2.7958
2023-12-09,Western Africa,Benin,Alibori,Explosions/Remote violence,Remote explosive/landmine/IED,1,2,623.0,Political violence,326.0,11.4661,2.7958
2023-12-16,Western Africa,Benin,Alibori,Explosions/Remote violence,Remote explosive/landmine/IED,1,2,5813.0,Political violence,326.0,11.4661,2.7958
2023-12-23,Western Africa,Benin,Alibori,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,2384.0,Political violence,326.0,11.4661,2.7958
2023-12-30,Western Africa,Benin,Alibori,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,1606.0,Political violence,326.0,11.4661,2.7958
2024-01-20,Western Africa,Benin,Alibori,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,1340.0,Political violence,326.0,11.4661,2.7958
2024-03-02,Western Africa,Benin,Alibori,Explosions/Remote violence,Remote explosive/landmine/IED,1,2,51.0,Political violence,326.0,11.4661,2.7958
2024-04-20,Western Africa,Benin,Alibori,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,86797.0,Political violence,326.0,11.4661,2.7958
2024-10-26,Western Africa,Benin,Alibori,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,1056.0,Political violence,326.0,11.4661,2.7958
2024-11-02,Western Africa,Benin,Alibori,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,3498.0,Political violence,326.0,11.4661,2.7958
2025-02-22,Western Africa,Benin,Alibori,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,5657.0,Political violence,326.0,11.4661,2.7958
2025-03-29,Western Africa,Benin,Alibori,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,3049.0,Political violence,326.0,11.4661,2.7958
2025-04-12,Western Africa,Benin,Alibori,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,12994.0,Political violence,326.0,11.4661,2.7958
2012-05-12,Western Africa,Benin,Alibori,Protests,Peaceful protest,1,0,,Demonstrations,326.0,11.4661,2.7958
2020-03-28,Western Africa,Benin,Alibori,Protests,Peaceful protest,1,0,975.0,Demonstrations,326.0,11.4661,2.7958
2020-06-13,Western Africa,Benin,Alibori,Protests,Peaceful protest,1,0,23426.0,Demonstrations,326.0,11.4661,2.7958
2020-10-31,Western Africa,Benin,Alibori,Protests,Peaceful protest,1,0,23426.0,Demonstrations,326.0,11.4661,2.7958
2021-04-03,Western Africa,Benin,Alibori,Protests,Peaceful protest,1,0,23980.0,Demonstrations,326.0,11.4661,2.7958
2021-10-16,Western Africa,Benin,Alibori,Protests,Peaceful protest,1,0,1001.0,Demonstrations,326.0,11.4661,2.7958
2023-09-30,Western Africa,Benin,Alibori,Protests,Peaceful protest,1,0,17728.0,Demonstrations,326.0,11.4661,2.7958
2023-10-14,Western Africa,Benin,Alibori,Protests,Peaceful protest,1,0,9505.0,Demonstrations,326.0,11.4661,2.7958
2024-04-20,Western Africa,Benin,Alibori,Protests,Peaceful protest,1,0,1700.0,Demonstrations,326.0,11.4661,2.7958
2025-12-06,Western Africa,Benin,Alibori,Protests,Peaceful protest,1,0,17542.0,Demonstrations,326.0,11.4661,2.7958
2017-09-30,Western Africa,Benin,Alibori,Riots,Mob violence,1,0,4436.0,Political violence,326.0,11.4661,2.7958
2017-11-11,Western Africa,Benin,Alibori,Riots,Mob violence,1,0,1618.0,Political violence,326.0,11.4661,2.7958
2019-10-26,Western Africa,Benin,Alibori,Riots,Mob violence,1,0,11184.0,Political violence,326.0,11.4661,2.7958
2020-03-21,Western Africa,Benin,Alibori,Riots,Mob violence,1,0,55232.0,Political violence,326.0,11.4661,2.7958
2020-05-23,Western Africa,Benin,Alibori,Riots,Mob violence,1,0,4659.0,Political violence,326.0,11.4661,2.7958
2020-07-25,Western Africa,Benin,Alibori,Riots,Mob violence,1,0,1962.0,Political violence,326.0,11.4661,2.7958
2020-08-01,Western Africa,Benin,Alibori,Riots,Mob violence,1,0,11539.0,Political violence,326.0,11.4661,2.7958
2020-09-05,Western Africa,Benin,Alibori,Riots,Mob violence,1,0,36219.0,Political violence,326.0,11.4661,2.7958
2021-02-13,Western Africa,Benin,Alibori,Riots,Mob violence,1,0,3810.0,Political violence,326.0,11.4661,2.7958
2021-08-07,Western Africa,Benin,Alibori,Riots,Mob violence,1,0,5568.0,Political violence,326.0,11.4661,2.7958
2021-09-04,Western Africa,Benin,Alibori,Riots,Mob violence,1,0,37129.0,Political violence,326.0,11.4661,2.7958
2022-02-19,Western Africa,Benin,Alibori,Riots,Mob violence,1,2,3854.0,Political violence,326.0,11.4661,2.7958
2022-03-12,Western Africa,Benin,Alibori,Riots,Mob violence,1,0,3523.0,Political violence,326.0,11.4661,2.7958
2022-09-10,Western Africa,Benin,Alibori,Riots,Mob violence,1,2,38027.0,Political violence,326.0,11.4661,2.7958
2022-09-24,Western Africa,Benin,Alibori,Riots,Mob violence,1,0,5746.0,Political violence,326.0,11.4661,2.7958
2022-11-05,Western Africa,Benin,Alibori,Riots,Mob violence,2,1,12826.0,Political violence,326.0,11.4661,2.7958
2022-12-17,Western Africa,Benin,Alibori,Riots,Mob violence,1,0,321.0,Political violence,326.0,11.4661,2.7958
2022-12-31,Western Africa,Benin,Alibori,Riots,Mob violence,1,1,1082.0,Political violence,326.0,11.4661,2.7958
2023-05-06,Western Africa,Benin,Alibori,Riots,Mob violence,1,0,2524.0,Political violence,326.0,11.4661,2.7958
2023-09-02,Western Africa,Benin,Alibori,Riots,Mob violence,1,0,600.0,Political violence,326.0,11.4661,2.7958
2023-10-14,Western Africa,Benin,Alibori,Riots,Mob violence,1,0,13399.0,Political violence,326.0,11.4661,2.7958
2023-12-02,Western Africa,Benin,Alibori,Riots,Mob violence,3,3,6996.0,Political violence,326.0,11.4661,2.7958
2024-03-23,Western Africa,Benin,Alibori,Riots,Mob violence,2,2,5355.0,Political violence,326.0,11.4661,2.7958
2024-06-15,Western Africa,Benin,Alibori,Riots,Mob violence,1,0,2159.0,Political violence,326.0,11.4661,2.7958
2024-06-29,Western Africa,Benin,Alibori,Riots,Mob violence,1,1,39657.0,Political violence,326.0,11.4661,2.7958
2024-07-06,Western Africa,Benin,Alibori,Riots,Mob violence,1,0,877.0,Political violence,326.0,11.4661,2.7958
2024-07-13,Western Africa,Benin,Alibori,Riots,Mob violence,2,1,13046.0,Political violence,326.0,11.4661,2.7958
2024-07-20,Western Africa,Benin,Alibori,Riots,Mob violence,1,0,39657.0,Political violence,326.0,11.4661,2.7958
2024-12-14,Western Africa,Benin,Alibori,Riots,Mob violence,1,4,4579.0,Political violence,326.0,11.4661,2.7958
2025-03-08,Western Africa,Benin,Alibori,Riots,Mob violence,1,0,1754.0,Political violence,326.0,11.4661,2.7958
2017-04-01,Western Africa,Benin,Alibori,Riots,Violent demonstration,1,1,9965.0,Demonstrations,326.0,11.4661,2.7958
2018-11-24,Western Africa,Benin,Alibori,Riots,Violent demonstration,1,0,4628.0,Demonstrations,326.0,11.4661,2.7958
2019-01-05,Western Africa,Benin,Alibori,Riots,Violent demonstration,1,0,53728.0,Demonstrations,326.0,11.4661,2.7958
2019-04-27,Western Africa,Benin,Alibori,Riots,Violent demonstration,1,0,53728.0,Demonstrations,326.0,11.4661,2.7958
2019-11-30,Western Africa,Benin,Alibori,Riots,Violent demonstration,1,0,11832.0,Demonstrations,326.0,11.4661,2.7958
2020-02-01,Western Africa,Benin,Alibori,Riots,Violent demonstration,1,0,36219.0,Demonstrations,326.0,11.4661,2.7958
2021-03-27,Western Africa,Benin,Alibori,Riots,Violent demonstration,1,0,56724.0,Demonstrations,326.0,11.4661,2.7958
2021-04-03,Western Africa,Benin,Alibori,Riots,Violent demonstration,1,0,37129.0,Demonstrations,326.0,11.4661,2.7958
2024-11-16,Western Africa,Benin,Alibori,Riots,Violent demonstration,1,1,4126.0,Demonstrations,326.0,11.4661,2.7958
2022-10-08,Western Africa,Benin,Alibori,Strategic developments,Arrests,1,0,,Strategic developments,326.0,11.4661,2.7958
2022-10-15,Western Africa,Benin,Alibori,Strategic developments,Arrests,2,0,,Strategic developments,326.0,11.4661,2.7958
2022-10-29,Western Africa,Benin,Alibori,Strategic developments,Arrests,1,0,,Strategic developments,326.0,11.4661,2.7958
2022-06-25,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,3,0,,Strategic developments,326.0,11.4661,2.7958
2022-07-02,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,1,0,,Strategic developments,326.0,11.4661,2.7958
2022-07-09,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,1,0,,Strategic developments,326.0,11.4661,2.7958
2022-07-23,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,1,0,,Strategic developments,326.0,11.4661,2.7958
2022-10-15,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,2,0,,Strategic developments,326.0,11.4661,2.7958
2022-10-29,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,1,0,,Strategic developments,326.0,11.4661,2.7958
2022-11-05,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,1,0,,Strategic developments,326.0,11.4661,2.7958
2022-11-12,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,3,0,,Strategic developments,326.0,11.4661,2.7958
2022-12-10,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,1,0,,Strategic developments,326.0,11.4661,2.7958
2022-12-17,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,2,0,,Strategic developments,326.0,11.4661,2.7958
2022-12-24,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,1,0,,Strategic developments,326.0,11.4661,2.7958
2022-12-31,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,1,0,,Strategic developments,326.0,11.4661,2.7958
2023-02-11,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,1,0,,Strategic developments,326.0,11.4661,2.7958
2023-03-04,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,4,0,,Strategic developments,326.0,11.4661,2.7958
2023-07-01,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,1,0,,Strategic developments,326.0,11.4661,2.7958
2023-11-04,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,1,0,,Strategic developments,326.0,11.4661,2.7958
2023-12-23,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,1,0,,Strategic developments,326.0,11.4661,2.7958
2024-01-06,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,1,0,,Strategic developments,326.0,11.4661,2.7958
2024-01-13,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,1,0,,Strategic developments,326.0,11.4661,2.7958
2024-03-02,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,3,0,,Strategic developments,326.0,11.4661,2.7958
2024-03-09,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,4,0,,Strategic developments,326.0,11.4661,2.7958
2024-03-30,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,1,0,,Strategic developments,326.0,11.4661,2.7958
2024-06-22,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,1,0,,Strategic developments,326.0,11.4661,2.7958
2024-07-20,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,1,0,,Strategic developments,326.0,11.4661,2.7958
2024-10-19,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,1,0,,Strategic developments,326.0,11.4661,2.7958
2024-10-26,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,3,0,,Strategic developments,326.0,11.4661,2.7958
2024-11-02,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,1,0,,Strategic developments,326.0,11.4661,2.7958
2024-11-09,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,2,0,,Strategic developments,326.0,11.4661,2.7958
2025-03-01,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,1,0,,Strategic developments,326.0,11.4661,2.7958
2025-03-22,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,3,0,,Strategic developments,326.0,11.4661,2.7958
2025-04-12,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,1,0,,Strategic developments,326.0,11.4661,2.7958
2025-04-19,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,1,0,,Strategic developments,326.0,11.4661,2.7958
2025-05-10,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,3,0,,Strategic developments,326.0,11.4661,2.7958
2025-05-31,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,1,0,,Strategic developments,326.0,11.4661,2.7958
2025-06-07,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,1,0,,Strategic developments,326.0,11.4661,2.7958
2025-10-25,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,1,0,,Strategic developments,326.0,11.4661,2.7958
2026-03-07,Western Africa,Benin,Alibori,Strategic developments,Change to group/activity,1,0,,Strategic developments,326.0,11.4661,2.7958
2022-08-06,Western Africa,Benin,Alibori,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,326.0,11.4661,2.7958
2023-12-30,Western Africa,Benin,Alibori,Strategic developments,Disrupted weapons use,3,0,,Strategic developments,326.0,11.4661,2.7958
2025-03-29,Western Africa,Benin,Alibori,Strategic developments,Headquarters or base established,1,0,,Strategic developments,326.0,11.4661,2.7958
2020-03-21,Western Africa,Benin,Alibori,Strategic developments,Looting/property destruction,1,0,,Strategic developments,326.0,11.4661,2.7958
2020-11-07,Western Africa,Benin,Alibori,Strategic developments,Looting/property destruction,1,0,,Strategic developments,326.0,11.4661,2.7958
2021-06-05,Western Africa,Benin,Alibori,Strategic developments,Looting/property destruction,1,0,,Strategic developments,326.0,11.4661,2.7958
2022-07-23,Western Africa,Benin,Alibori,Strategic developments,Looting/property destruction,2,0,,Strategic developments,326.0,11.4661,2.7958
2022-08-20,Western Africa,Benin,Alibori,Strategic developments,Looting/property destruction,1,0,,Strategic developments,326.0,11.4661,2.7958
2022-09-03,Western Africa,Benin,Alibori,Strategic developments,Looting/property destruction,1,0,,Strategic developments,326.0,11.4661,2.7958
2022-09-17,Western Africa,Benin,Alibori,Strategic developments,Looting/property destruction,1,0,,Strategic developments,326.0,11.4661,2.7958
2022-10-15,Western Africa,Benin,Alibori,Strategic developments,Looting/property destruction,2,0,,Strategic developments,326.0,11.4661,2.7958
2023-02-25,Western Africa,Benin,Alibori,Strategic developments,Looting/property destruction,2,0,,Strategic developments,326.0,11.4661,2.7958
2024-03-02,Western Africa,Benin,Alibori,Strategic developments,Looting/property destruction,2,0,,Strategic developments,326.0,11.4661,2.7958
2024-05-25,Western Africa,Benin,Alibori,Strategic developments,Looting/property destruction,2,0,,Strategic developments,326.0,11.4661,2.7958
2024-08-03,Western Africa,Benin,Alibori,Strategic developments,Looting/property destruction,1,0,,Strategic developments,326.0,11.4661,2.7958
2024-10-19,Western Africa,Benin,Alibori,Strategic developments,Looting/property destruction,1,0,,Strategic developments,326.0,11.4661,2.7958
2024-11-02,Western Africa,Benin,Alibori,Strategic developments,Looting/property destruction,1,0,,Strategic developments,326.0,11.4661,2.7958
2024-11-09,Western Africa,Benin,Alibori,Strategic developments,Looting/property destruction,1,0,,Strategic developments,326.0,11.4661,2.7958
2024-11-23,Western Africa,Benin,Alibori,Strategic developments,Looting/property destruction,1,0,,Strategic developments,326.0,11.4661,2.7958
2024-12-07,Western Africa,Benin,Alibori,Strategic developments,Looting/property destruction,1,0,,Strategic developments,326.0,11.4661,2.7958
2024-12-28,Western Africa,Benin,Alibori,Strategic developments,Looting/property destruction,1,0,,Strategic developments,326.0,11.4661,2.7958
2025-02-08,Western Africa,Benin,Alibori,Strategic developments,Looting/property destruction,1,0,,Strategic developments,326.0,11.4661,2.7958
2025-04-19,Western Africa,Benin,Alibori,Strategic developments,Looting/property destruction,2,0,,Strategic developments,326.0,11.4661,2.7958
2025-05-10,Western Africa,Benin,Alibori,Strategic developments,Looting/property destruction,1,0,,Strategic developments,326.0,11.4661,2.7958
2022-10-15,Western Africa,Benin,Alibori,Strategic developments,Non-violent transfer of territory,1,0,,Strategic developments,326.0,11.4661,2.7958
2022-11-19,Western Africa,Benin,Alibori,Strategic developments,Non-violent transfer of territory,1,0,,Strategic developments,326.0,11.4661,2.7958
